,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polarization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theta,Theta Angle  (?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2570,-4.84,-6.9,-6.47,-5.61,-6.61,-14.42,-17.87,-6.94,-6.87,-8.55,-6.03,-7.66,-4.84,,,,,,,,,,,,,,,,,
,,2580,-4.87,-7.02,-6.61,-5.46,-6.39,-13.74,-18.87,-7.23,-6.95,-8.27,-5.92,-7.63,-4.87,,,,,,,,,,,,,,,,,
,,2590,-5.1,-7.46,-6.92,-5.52,-6.28,-13.05,-19.64,-7.58,-7.14,-8.48,-5.98,-7.35,-5.1,,,,,,,,,,,,,,,,,
,,2600,-5.4,-7.85,-7.27,-5.81,-6.22,-12.22,-20.25,-7.91,-7.26,-8.44,-5.93,-7.46,-5.4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,120,Phi Angle  (?,0,30,60,90,120,150,180,210,240,270,300,330,360,,,,,,,,,,,,,,,,,
,,Frequency  (MHz),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),Gain  (dBi),,,,,,,,,,,,,,,,,
,,2300,-8.56,-4.66,-3.25,-1.96,-1.79,-2.33,-9.44,-11.48,-5.39,-5.27,-7.12,-11.8,-8.56,,,,,,,,,,,,,,,,,
,,2310,-8.48,-4.73,-3.37,-1.95,-1.78,-2.09,-8.89,-12.15,-5.73,-5.33,-7.12,-11.98,-8.48,,,,,,,,,,,,,,,,,
,,2320,-8.67,-5.15,-3.66,-2.29,-2.01,-2.16,-8.3,-13.53,-6.47,-5.85,-7.3,-11.97,-8.67,,,,,,,,,,,,,,,,,
,,2330,-8.85,-5.58,-4.1,-2.58,-2.14,-2.18,-7.86,-14.87,-7.04,-6.04,-7.39,-11.81,-8.85,,,,,,,,,,,,,,,,,
,,2340,-9.23,-6.21,-4.76,-3.11,-2.52,-2.33,-7.53,-14.94,-7.29,-6.25,-7.37,-11.71,-9.23,,,,,,,,,,,,,,,,,
,,2350,-9.79,-6.89,-5.46,-3.75,-2.91,-2.48,-7.37,-14.44,-7.82,-6.53,-7.55,-11.67,-9.79,,,,,,,,,,,,,,,,,
,,2360,-10.13,-7.55,-6.24,-4.5,-3.37,-2.63,-6.95,-12.87,-7.89,-6.76,-7.72,-11.52,-10.13,,,,,,,,,,,,,,,,,
,,2370,-10.63,-8.39,-7,-5.19,-3.89,-2.87,-6.71,-11.01,-7.65,-6.76,-7.81,-11.4,-10.63,,,,,,,,,,,,,,,,,
,,2380,-11.08,-9.23,-7.79,-6.03,-4.59,-3.25,-6.49,-9.56,-7.4,-6.76,-7.65,-11.36,-11.08,,,,,,,,,,,,,,,,,
,,2390,-11.35,-9.64,-8.67,-7.05,-5.33,-3.79,-6.24,-8,-6.94,-6.59,-7.65,-11.21,-11.35,,,,,,,,,,,,,,,,,
,,2400,-12.16,-10.19,-9.42,-8.08,-6.4,-4.42,-6.48,-6.72,-6.08,-6.28,-7.48,-10.83,-12.16,,,,,,,,,,,,,,,,,
